Altium Designer Pick and Place Locations
C:\Repo\grblhal_2000_PrintNC\Project Outputs for PrintNC_GRBLHAL_Breakout\PrintNC_GRBLHAL_Breakout_UPLOAD_GERBERS_A5\Pick Place\PrintNC_GRBLHAL_Breakout_CAM_OUTPUT_A5.csv

========================================================================================================================
File Design Information:

Date:       15-11-21
Time:       15:05
Revision:   979536f7417deae5afc7d092258d314b12230ddb
Variant:    FULL_ASSEMBLY
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R87","100KO ±1%","TopLayer","0402_R","2667.323","1697.834","270","Chip resistor"
"R86","510O ±1%","TopLayer","0402_R","1422.244","2570.866","270","Chip resistor"
"R77","1.2KO ±1%","TopLayer","0402_R","206.693","597.441","90","Chip resistor"
"R120","10KO ±1%","TopLayer","0402_R","1360.236","3489.173","180","Chip resistor"
"R119","510O ±1%","TopLayer","0402_R","982.283","3405.512","0","Chip resistor"
"R116","10KO ±1%","TopLayer","0402_R","885.827","3459.646","180","Chip resistor"
"R114","510O ±1%","TopLayer","0402_R","1481.299","3272.638","90","Chip resistor"
"R112","510O ±1%","TopLayer","0402_R","1358.268","2570.867","90","Chip resistor"
"R108","510O ±1%","TopLayer","0402_R","1481.299","3179.134","90","Chip resistor"
"R105","4.7KO ±1%","TopLayer","0402_R","669.291","3459.646","180","Chip resistor"
"R102","510O ±1%","TopLayer","0402_R","871.063","3179.134","270","Chip resistor"
"R85","100KO ±1%","TopLayer","0402_R","1422.244","2478.346","270","Chip resistor"
"R74","1KO ±1%","TopLayer","0402_R","2980.000","2285.000","270","Chip resistor"
"R72","1KO ±1%","TopLayer","0402_R","2980.000","1805.000","270","Chip resistor"
"R70","1KO ±1%","TopLayer","0402_R","2972.441","2757.874","270","Chip resistor"
"R68","1KO ±1%","TopLayer","0402_R","2980.000","1325.000","270","Chip resistor"
"R66","1KO ±1%","TopLayer","0402_R","2980.000","3245.000","270","Chip resistor"
"R44","10KO ±1%","TopLayer","0402_R","3636.811","3250.984","90","Chip resistor"
"R35","10KO ±1%","TopLayer","0402_R","3567.914","2047.244","90","Chip resistor"
"R26","10KO ±1%","TopLayer","0402_R","3565.945","1023.622","0","Chip resistor"
"R39","4.7KO ±1%","TopLayer","0402_R","3577.756","3523.622","270","Chip resistor"
"R30","4.7KO ±1%","TopLayer","0402_R","3567.913","2327.756","270","Chip resistor"
"R21","4.7KO ±1%","TopLayer","0402_R","3651.575","1188.976","270","Chip resistor"
"R40","10KO ±1%","TopLayer","0402_R","3577.756","3339.567","270","Chip resistor"
"R31","10KO ±1%","TopLayer","0402_R","3651.575","2178.149","270","Chip resistor"
"R22","10KO ±1%","TopLayer","0402_R","3646.654","944.882","90","Chip resistor"
"R38","2KO ±1%","TopLayer","0402_R","3577.756","3430.118","270","Chip resistor"
"R29","2KO ±1%","TopLayer","0402_R","3651.575","2088.583","90","Chip resistor"
"R20","2KO ±1%","TopLayer","0402_R","3567.914","1082.677","0","Chip resistor"
"R41","10KO ±1%","TopLayer","0402_R","3577.756","3162.402","270","Chip resistor"
"R32","10KO ±1%","TopLayer","0402_R","3567.913","2232.953","270","Chip resistor"
"R23","10KO ±1%","TopLayer","0402_R","3569.882","1146.653","180","Chip resistor"
"R37","10KO ±1%","TopLayer","0402_R","1029.528","2623.031","0","Chip resistor"
"R28","10KO ±1%","TopLayer","0402_R","1029.528","2568.898","0","Chip resistor"
"R19","10KO ±1%","TopLayer","0402_R","1028.543","2519.685","0","Chip resistor"
"Q12","AO3400A N","TopLayer","SOT-23-3L","1360.236","3607.284","270","MOS(????)"
"Q10","AO3400A N","TopLayer","SOT-23-3L","890.748","3577.756","270","MOS(????)"
"Q5","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","3646.653","3730.315","270","???"
"Q4","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","3612.205","2524.606","90","???"
"Q3","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","3607.283","1377.953","180","???"
"P7","Header 3X2","TopLayer","HDR2X3","1204.921","2477.165","270","Header, 3-Pin, Dual row"
"P6","Header 4","TopLayer","HDR1X4","2755.905","1296.653","270","Header, 4-Pin"
"P8","Header 3","TopLayer","HDR1X3","472.441","3617.126","180","Header, 3-Pin"
"J22","1842340000","TopLayer","SL_SMT_3_5_180G_04","124.213","3371.063","270","OMNIMATE Signal - series BL/SL 3.50"
"J16","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3179.134","2170.276","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J15","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3179.134","1692.913","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J14","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3179.134","2647.638","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J13","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3179.134","1215.551","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J12","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3179.134","3125.000","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"D23","0805 Green","TopLayer","0805_LED_S1","93.504","595.472","180","LED"
"D15","PSD03C-LF-T7","TopLayer","SOD-323","3641.732","3129.921","270","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D12","PSD03C-LF-T7","TopLayer","SOD-323","3612.205","1968.504","180","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D9","PSD03C-LF-T7","TopLayer","SOD-323","3607.284","866.142","0","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D14","PSD03C-LF-T7","TopLayer","SOD-323","3651.575","3558.071","270","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D11","PSD03C-LF-T7","TopLayer","SOD-323","3607.283","2411.417","180","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D8","PSD03C-LF-T7","TopLayer","SOD-323","3602.362","1274.606","180","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D13","0603 Yellow","TopLayer","0603_LED_S1","3651.575","3415.354","90","LED"
"D10","0603 Yellow","TopLayer","0603_LED_S1","3651.575","2303.150","90","LED"
"D7","0603 Yellow","TopLayer","0603_LED_S1","3646.653","1058.071","270","LED"
"C25","10nF","TopLayer","0402_C","1729.685","3170.669","180","Chip capacitors"
"C24","10nF","TopLayer","0402_C","2185.039","3395.669","90","Chip capacitors"
"C23","10nF","TopLayer","0402_C","2549.213","1697.835","90","Chip capacitors"
"C22","10nF","TopLayer","0402_C","1358.268","2478.347","90","Chip capacitors"
"C17","100nF","TopLayer","1206_C","403.543","3105.315","0","Chip capacitors"
"C30","10uF","TopLayer","1206_C","447.834","3257.874","90","Chip capacitors"
"C21","1.0uF","TopLayer","0402_C","2450.000","2120.000","90","Chip capacitor"
"C19","10uF","TopLayer","1206_C","1402.559","1289.370","270","Chip capacitors"
"C18","10uF","TopLayer","1206_C","1355.000","840.000","0","Chip capacitors"
"C32","1uF","TopLayer","0603_C","723.425","3523.622","0","Chip capacitors"
"C31","100nF","TopLayer","0603_C","570.866","3292.323","270","Chip capacitors"
